ja en
ja_菓子 en_confectionery
ja_佐竹 en_satake
ja_伝記 en_biographies
ja_伝記 en_biography
ja_町長 en_mayor
ja_菅原 en_sugawara
ja_松島 en_matsushima
ja_エレクトリック en_electric
ja_頂点 en_apex
ja_頂点 en_vertices
ja_アトランタ en_atlanta
ja_エンジニア en_engineer
ja_寝台 en_berth
ja_寝台 en_bunk
ja_ジャーナル en_journal
ja_紀伊 en_kii
ja_田口 en_taguchi
ja_チャージ en_recharging
ja_チャージ en_charge
ja_チャージ en_charging
ja_ランダム en_randomness
ja_ランダム en_random
ja_ピース en_peace
ja_ピース en_piece
ja_儀式 en_ceremony
ja_儀式 en_ritual
ja_プレーヤー en_player
ja_ポスター en_poster
ja_ポスター en_posters
ja_ロマンス en_romance
ja_アルファ en_alpha
ja_バスク en_basque
ja_いわき en_iwaki
ja_薄い en_thin
ja_パンク en_punk
ja_エージェンシー en_agency
ja_ペル en_pell
ja_佐渡 en_sado
ja_笑い en_laughter
ja_笑い en_laughing
ja_笑い en_laugh
ja_挨拶 en_greets
ja_挨拶 en_greeting
ja_挨拶 en_greet
ja_挨拶 en_greetings
ja_ニコライ en_nicolai
ja_ニコライ en_nikolai
ja_広東 en_guangdong
ja_広東 en_canton
ja_アレックス en_alex
ja_排出 en_emission
ja_竹田 en_takeda
ja_西尾 en_nishio
ja_セルフ en_self
ja_ロープ en_rope
ja_ロープ en_ropes
ja_鳥類 en_birds
ja_鳥類 en_bird
ja_太平 en_taiping
ja_外交官 en_diplomat
ja_外交官 en_diplomats
ja_リクエスト en_requests
ja_リクエスト en_request
ja_富士見 en_fujimi
ja_カントリー en_country
ja_等級 en_magnitude
ja_ホット en_hot
ja_オーディオ en_audio
ja_鑑賞 en_appreciation
ja_さやか en_sayaka
ja_交際 en_relationships
ja_交際 en_dating
ja_交際 en_relationship
ja_ヘア en_hair
ja_どこか en_somewhere
ja_望遠鏡 en_telescope
ja_望遠鏡 en_telescopes
ja_相模 en_sagami
ja_栗原 en_kurihara
ja_陰謀 en_conspiracy
ja_生年月日 en_dob
ja_生年月日 en_birthday
ja_発信 en_outgoing
ja_営利 en_profit
ja_飛ぶ en_fly
ja_飛ぶ en_flying
ja_国名 en_country
ja_エッセイ en_essay
ja_エッセイ en_essays
ja_神殿 en_temple
ja_若松 en_wakamatsu
ja_採択 en_adopted
ja_マニュアル en_manuals
ja_マニュアル en_manual
ja_大社 en_taisha
ja_シフト en_shift
ja_シフト en_shifts
ja_性別 en_gender
ja_性別 en_sex
ja_露出 en_exposed
ja_露出 en_exposure
ja_裕子 en_yuko
ja_ポルノ en_pornography
ja_ポルノ en_porn
ja_ポル en_pol
ja_顧客 en_customer
ja_挿絵 en_illustrations
ja_モト en_moto
ja_フェザー en_feather
ja_スラム en_slums
ja_スラム en_slam
ja_スラム en_slum
ja_大内 en_ouchi
ja_流出 en_outflow
ja_シミュレーション en_simulations
ja_シミュレーション en_simulation
ja_ミネソタ en_minnesota
ja_いっぱい en_full
ja_剣道 en_kendo
ja_空手 en_karate
ja_貴重 en_precious
ja_燃焼 en_combustion
ja_寛文 en_kanbun
ja_権威 en_authority
ja_トウ en_deng
ja_トウ en_rattan
ja_サロン en_salons
ja_サロン en_salon
ja_最長 en_longest
ja_三原 en_mihara
ja_パナソニック en_panasonic
ja_小隊 en_platoon
ja_報酬 en_compensation
ja_報酬 en_reward
ja_報酬 en_remuneration
ja_整数 en_integer
ja_整数 en_integers
ja_フォワード en_forward
ja_骨折 en_fractures
ja_骨折 en_fracture
ja_ゴースト en_ghost
ja_ゴースト en_ghosts
ja_支払い en_payouts
ja_支払い en_pay
ja_支払い en_payments
ja_支払い en_payment
ja_フラワー en_flower
ja_アダム en_adam
ja_くじ en_lotteries
ja_賭け en_betting
ja_賭け en_bet
ja_モジュール en_modular
ja_モジュール en_modules
ja_モジュール en_module
ja_眼鏡 en_eyeglasses
ja_眼鏡 en_glasses
ja_アポロ en_apollo
ja_五十嵐 en_igarashi
ja_ジャンク en_junk
ja_アップル en_apple
ja_ホスト en_host
ja_ホスト en_hosts
ja_地上波 en_terrestrial
ja_タービン en_turbine
ja_タービン en_turbines
ja_ポルト en_porto
ja_策定 en_formulating
ja_策定 en_formulation
ja_礼拝 en_adoration
ja_礼拝 en_prayer
ja_演算 en_operations
ja_グローブ en_globe
ja_グローブ en_gloves
ja_イラストレーター en_illustrator
ja_デスク en_desk
ja_学歴 en_education
ja_電報 en_telegram
ja_電報 en_telegraph
ja_ハワード en_howard
ja_優子 en_yuko
ja_優子 en_yūko
ja_内陸 en_inland
ja_アシスト en_assist
ja_アシスト en_assists
ja_識別 en_identifying
ja_識別 en_identify
ja_識別 en_identification
ja_識別 en_identifies
ja_アフガニスタン en_afghanistan
ja_アフガニスタン en_afghan
ja_オットー en_otto
ja_旗本 en_hatamoto
ja_プロテスタント en_protestantism
ja_プロテスタント en_protestant
ja_萩原 en_hagiwara
ja_幼児 en_infant
ja_幼児 en_toddler
ja_望月 en_mochizuki
ja_微妙 en_subtle
ja_健二 en_kenji
ja_佐久間 en_sakuma
ja_ロット en_lot
ja_生地 en_dough
ja_生地 en_batter
ja_生地 en_fabrics
ja_生地 en_fabric
ja_片山 en_katayama
ja_心配 en_worries
ja_心配 en_worry
ja_心配 en_worried
ja_書類 en_document
ja_書類 en_documents
ja_書類 en_papers
ja_デイリー en_daily
ja_キャッシュ en_cache
ja_宇部 en_ube
ja_降下 en_descent
ja_旗艦 en_flagship
ja_ドス en_dos
ja_ライフル en_rifle
ja_豪華 en_gorgeous
ja_ノア en_noah
ja_デルタ en_delta
ja_辞退 en_decline
ja_辞退 en_declined
ja_パーセント en_percentages
ja_パーセント en_percentage
ja_パーセント en_percent
ja_職務 en_duties
ja_ジル en_jill
ja_十郎 en_juro
ja_勾配 en_gradient
ja_ゼロ en_zero
ja_鳥羽 en_toba
ja_放射線 en_radiation
ja_幕内 en_makuuchi
ja_ラフ en_rough
ja_疑惑 en_suspicion
ja_エンタープライズ en_enterprise
ja_千歳 en_chitose
ja_救済 en_remedy
ja_救済 en_salvation
ja_ハンドル en_handles
ja_ハンドル en_handle
ja_デラックス en_deluxe
ja_大崎 en_osaki
ja_ゆえに en_hence
ja_ゆえに en_therefore
ja_松村 en_matsumura
ja_評判 en_reputation
ja_フルート en_flute
ja_樋口 en_higuchi
ja_配下 en_subordinates
ja_ワーナー en_warner
ja_テネシー en_tennessee
ja_タマ en_tama
ja_つる en_vine
ja_ウー en_wu
ja_ウー en_woo
ja_カウント en_count
ja_カウント en_counting
ja_アレクサンダー en_alexander
ja_サード en_third
ja_クリスティ en_kirsty
ja_割り当て en_allocation
ja_割り当て en_assignment
ja_割り当て en_assign
ja_割り当て en_assignments
ja_バブル en_bubble
ja_考察 en_considerations
ja_亀山 en_kameyama
ja_浩二 en_kōji
ja_トリノ en_turin
ja_明るい en_light
ja_明るい en_bright
ja_サスペンション en_suspension
ja_埋葬 en_burial
ja_埋葬 en_burying
ja_埋葬 en_buried
ja_埋葬 en_burials
ja_爵位 en_peerage
ja_平塚 en_hiratsuka
ja_トレイン en_train
ja_家老 en_karo
ja_いつか en_someday
ja_いつか en_sometime
ja_バファローズ en_buffaloes
ja_本質 en_essence
ja_大都市 en_metropolis
ja_芸術家 en_artists
ja_芸術家 en_artist
ja_ハリス en_harris
ja_白河 en_shirakawa
ja_セレクション en_selection
ja_涼子 en_ryoko
ja_ボランティア en_volunteering
ja_ボランティア en_volunteer
ja_瑞穂 en_mizuho
ja_フェラーリ en_ferrari
ja_ファイブ en_five
ja_熱帯 en_tropical
ja_熱帯 en_tropics
ja_半径 en_radius
ja_北斗 en_hokuto
ja_堀江 en_horie
ja_ノミネート en_nominations
ja_ノミネート en_nominee
ja_元帥 en_marshal
ja_みなと en_minato
ja_坂井 en_sakai
ja_内野手 en_infielder
ja_コック en_cook
ja_コック en_cock
ja_たかし en_takashi
ja_マケドニア en_macedonia
ja_ナポリ en_naples
ja_ナポリ en_napoli
ja_消費者 en_consumer
ja_消費者 en_consumers
ja_ヤク en_yak
ja_損失 en_loss
ja_損失 en_losses
ja_ストック en_stock
ja_声明 en_statement
ja_平山 en_hirayama
ja_ハミルトン en_hamilton
ja_妄想 en_delusions
ja_妄想 en_delusion
ja_妄想 en_paranoia
ja_妄想 en_delusional
ja_貧困 en_poverty
ja_シアトル en_seattle
ja_ワゴン en_wagon
ja_力学 en_mechanics
ja_把握 en_grasp
ja_付録 en_appendix
ja_素数 en_prime
ja_マキ en_maki
ja_解雇 en_termination
ja_解雇 en_dismissal
ja_廃棄 en_disposal
ja_廃棄 en_abandonment
ja_水谷 en_mizutani
ja_タイムズ en_times
ja_楕円 en_ellipse
ja_楕円 en_elliptic
ja_楕円 en_elliptical
ja_ソリ en_sled
ja_マレー en_malay
ja_マレー en_murray
ja_ルートヴィヒ en_ludwig
ja_遺伝 en_heredity
ja_遺伝 en_genetic
ja_飲料 en_beverage
ja_違法 en_illegal
ja_キエフ en_kyiv
ja_キエフ en_kiev
ja_野生 en_wild
ja_羽田 en_haneda
ja_中西 en_nakanishi
ja_パトリック en_patrick
ja_トール en_thor
ja_公衆 en_public
ja_ケネディ en_kennedy
ja_那須 en_nasu
ja_染色 en_dyeing
ja_染色 en_staining
ja_和彦 en_kazuhiko
ja_大関 en_ozeki
ja_奥田 en_okuda
ja_農場 en_farm
ja_マーシャル en_marshall
ja_強度 en_strength
ja_源氏 en_genji
ja_児玉 en_kodama
ja_勇気 en_courage
ja_勇気 en_bravery
ja_勇気 en_valor
ja_出荷 en_shipment
ja_キネマ en_kinema
ja_セキュリティ en_security
ja_債権 en_claim
ja_債権 en_claims
ja_みらい en_mirai
ja_大西 en_onishi
ja_ハーバード en_harvard
ja_祖母 en_grandmother
ja_イエロー en_yellow
ja_フロア en_floor
ja_ラッセル en_russell
ja_位相 en_phase
ja_受付 en_acceptance
ja_受付 en_receptionist
ja_受付 en_reception
ja_手続 en_procedures
ja_手続 en_proceeding
ja_クラフト en_kraft
ja_クラフト en_craft
ja_ドキュメント en_docs
ja_ドキュメント en_document
ja_ドキュメント en_documents
ja_ドキュメント en_documentation
ja_思考 en_thinking
ja_思考 en_thought
ja_思考 en_thoughts
ja_覚醒 en_awakening
ja_ニール en_neil
ja_ニール en_neal
ja_講習 en_training
ja_ホップ en_hops
ja_ホップ en_hop
ja_コンピューター en_computer
ja_コンピューター en_computers
ja_マネー en_money
ja_ウォール en_wall
ja_レート en_rate
ja_クラウン en_crown
ja_ロベルト en_robert
ja_ロベルト en_roberto
ja_貨幣 en_money
ja_仮想 en_virtual
ja_マイアミ en_miami
ja_六本木 en_roppongi
ja_転用 en_diversion
ja_当事者 en_parties
ja_常陸 en_hitachi
ja_田原 en_tahara
ja_それで en_so
ja_悪戯 en_hoax
ja_宮川 en_miyagawa
ja_迷宮 en_labyrinth
ja_ロジャー en_roger
ja_イニング en_inning
ja_イニング en_innings
ja_ローラ en_laura
ja_ローラ en_lola
ja_沼津 en_numazu
ja_悩み en_troubles
ja_朗読 en_recite
ja_朗読 en_recitation
ja_朗読 en_reciting
ja_千代 en_chiyo
ja_ハナ en_hana
ja_夜明け en_dawn
ja_夜明け en_daybreak
ja_ポンプ en_pump
ja_ポンプ en_pumps
ja_フレデリック en_frédéric
ja_フレデリック en_frederick
ja_含める en_include
ja_丹波 en_tamba
ja_上村 en_uemura
ja_永田 en_nagata
ja_ハイブリッド en_hybrids
ja_ハイブリッド en_hybrid
ja_マウス en_mice
ja_マウス en_mouse
ja_鳥居 en_torii
ja_レインボー en_rainbow
ja_失う en_lose
ja_ベンチ en_bench
ja_ヴェルディ en_verdi
ja_蜂起 en_uprising
ja_スタブ en_stub
ja_スタブ en_stubs
ja_デイヴィッド en_david
ja_感じる en_feel
ja_テリー en_terry
ja_脅威 en_threats
ja_脅威 en_threat
ja_触媒 en_catalyst
ja_虚偽 en_false
ja_寿命 en_lifespan
ja_車輪 en_wheel
ja_車輪 en_wheels
ja_イム en_im
ja_残存 en_salvage
ja_シャツ en_shirt
ja_シャツ en_shirts
ja_主人 en_husband
ja_歌人 en_poet
ja_アリゾナ en_arizona
ja_プラハ en_prague
ja_結婚式 en_wedding
ja_アルミ en_aluminum
ja_香り en_scent
ja_香り en_fragrance
ja_シールド en_shield
ja_シールド en_shields
ja_不在 en_absent
ja_オブジェクト en_object
ja_オブジェクト en_objects
ja_代理店 en_agency
ja_代理店 en_agencies
ja_加茂 en_kamo
ja_バンコク en_bangkok
ja_オイル en_oil
ja_注釈 en_annotated
ja_注釈 en_annotation
ja_注釈 en_annotations
ja_帯広 en_obihiro
ja_トライアル en_trial
ja_トライアル en_trials
ja_沢田 en_sawada
ja_リサーチ en_research
ja_取り扱い en_handling
ja_シベリア en_siberian
ja_シベリア en_siberia
ja_ムハンマド en_muhammad
ja_ワル en_munawar
ja_ワル en_badass
ja_頭文字 en_initial
ja_頭文字 en_initials
ja_矛盾 en_contradictions
ja_矛盾 en_contradiction
ja_皮膚 en_skin
ja_誇り en_pride
ja_誇り en_proud
ja_スプリント en_sprint
ja_切断 en_disconnect
ja_切断 en_amputation
ja_アムステルダム en_amsterdam
ja_書簡 en_epistles
ja_宝石 en_gemstone
ja_宝石 en_jewel
ja_宝石 en_jewelry
ja_宝石 en_jewels
ja_ホン en_hong
ja_座標 en_coordinate
ja_座標 en_coordinates
ja_必須 en_required
ja_シャトル en_shuttle
ja_パキスタン en_pakistan
ja_パキスタン en_pakistani
ja_複製 en_replication
ja_複製 en_duplicate
ja_金田 en_kaneda
ja_標本 en_specimen
ja_標本 en_specimens
ja_暴れ en_rampage
ja_レーン en_lane
ja_ケリー en_kelly
ja_ケリー en_kerry
ja_ミズーリ en_missouri
ja_写本 en_manuscripts
ja_写本 en_manuscript
ja_笑顔 en_smile
ja_笑顔 en_smiling
ja_笑顔 en_smiles
ja_両側 en_sides
ja_紀元 en_epoch
ja_頻度 en_frequency
ja_取り組み en_efforts
ja_乗る en_ride
ja_追悼 en_memorialized
ja_追悼 en_memorial
ja_ギャル en_gal
ja_西郷 en_saigo
ja_ルーキー en_rookie
ja_アルプス en_alps
ja_有機 en_organic
ja_伊丹 en_itami
ja_広州 en_guangzhou
ja_ラック en_rack
ja_コロラド en_colorado
ja_優しい en_gentle
ja_プチ en_petit
ja_ウォン en_wong
ja_ウォン en_won
ja_水島 en_mizushima
ja_赤字 en_deficit
ja_語源 en_origin
ja_語源 en_etymology
ja_草津 en_kusatsu
ja_オルガン en_organ
ja_付随 en_incidental
ja_阻害 en_impede
ja_帽子 en_hats
ja_帽子 en_hat
ja_批評 en_criticism
ja_批評 en_critique
ja_洞窟 en_cave
ja_洞窟 en_caves
ja_ウイング en_wing
ja_ムーア en_moore
ja_本当 en_true
ja_恵子 en_keiko
ja_精度 en_precision
ja_精度 en_accuracy
ja_ミシェル en_michelle
ja_ミシェル en_michel
ja_裁判官 en_judge
ja_裁判官 en_judges
ja_ペース en_pace
ja_ペース en_pacing
ja_グルメ en_gourmet
ja_藤岡 en_fujioka
ja_系図 en_genealogy
ja_桑田 en_kuwata
ja_チームメイト en_teammate
ja_チームメイト en_teammates
ja_杉本 en_sugimoto
ja_アドルフ en_adolph
ja_アドルフ en_adolf
ja_磐田 en_iwata
ja_本殿 en_honden
ja_モーツァルト en_mozart
ja_ベッド en_beds
ja_ベッド en_bed
ja_本堂 en_hondo
ja_ブリス en_bliss
ja_円形 en_circular
ja_ロッキー en_rocky
ja_松永 en_matsunaga
ja_ヴィクトリア en_victoria
ja_参考文献 en_bibliography
ja_参考文献 en_references
ja_魔法使い en_wizard
ja_教団 en_kyodan
ja_錬金術 en_alchemist
ja_錬金術 en_alchemy
ja_風俗 en_mores
ja_風俗 en_folkways
ja_古賀 en_koga
ja_忠実 en_faithful
ja_制約 en_constraints
ja_制約 en_constraint
ja_地面 en_ground
ja_ビタミン en_vitamin
ja_ビタミン en_vitamins
ja_公布 en_promulgated
ja_公布 en_promulgation
ja_クルーズ en_cruises
ja_クルーズ en_cruise
ja_宇治 en_uji
ja_最適 en_optimal
ja_マック en_mac
ja_マック en_mack
ja_透明 en_transparent
ja_透明 en_transparency
ja_アンダーソン en_anderson
ja_津軽 en_tsugaru
ja_放射 en_radiation
ja_助言 en_advise
ja_助言 en_advice
ja_索引 en_index
ja_索引 en_indexes
ja_アップデート en_update
ja_アップデート en_updates
ja_タイミング en_timing
ja_速報 en_breaking
ja_汽船 en_steamer
ja_汽船 en_steamship
ja_シーク en_seek
ja_シーク en_seeks
ja_シーク en_sheik
ja_決断 en_decision
ja_摂津 en_settsu
ja_葬儀 en_funeral
ja_葬儀 en_funerals
ja_見事 en_stunning
ja_ターゲット en_targeting
ja_ターゲット en_target
ja_ターゲット en_targets
ja_テクノ en_techno
ja_ヒップ en_hip
ja_セリフ en_serif
ja_ホームズ en_holmes
ja_ローレンス en_lawrence
ja_満足 en_satisfaction
ja_満足 en_satisfying
ja_満足 en_contentment
ja_満足 en_satisfied
ja_スティーヴン en_stephen
ja_スティーヴン en_steven
ja_気圧 en_pressure
ja_筋肉 en_muscles
ja_筋肉 en_muscle
ja_グッズ en_collectibles
ja_バッテリー en_battery
ja_楽園 en_paradise
ja_支給 en_provision
ja_カンファレンス en_conference
ja_対称 en_symmetric
ja_対称 en_symmetry
ja_吹田 en_suita
ja_パイプ en_pipe
ja_パイプ en_pipes
ja_因子 en_factor
ja_能登 en_noto
ja_菩薩 en_bosatsu
ja_菩薩 en_bodhisattva
ja_クラッシュ en_crush
ja_クラッシュ en_crash
ja_クラッシュ en_crashes
ja_トレーナー en_trainer
ja_トレーナー en_sweatshirt
ja_ルノー en_renault
ja_討伐 en_subjugation
ja_ユリ en_lilium
ja_ユリ en_lilies
ja_ユリ en_lily
ja_停車駅 en_stops
ja_写像 en_mapping
ja_引き分け en_tie
ja_引き分け en_draw
ja_シャープ en_sharp
ja_豊川 en_toyokawa
ja_信者 en_believers
ja_仮名 en_kana
ja_祈り en_pray
ja_祈り en_prayers
ja_祈り en_praying
ja_祈り en_prayer
ja_直人 en_naoto
ja_好み en_preference
ja_好み en_favourites
ja_叩き en_beater
ja_天明 en_tenmei
ja_桑名 en_kuwana
ja_マルコ en_marko
ja_マルコ en_marco
ja_ジーン en_jean
ja_ジーン en_gene
ja_岩国 en_iwakuni
ja_天王寺 en_tennoji
ja_ミク en_miku
ja_アコースティック en_acoustic
ja_アンドリュー en_andrew
ja_ドラマー en_drummer
ja_ドラマー en_drummers
ja_園芸 en_gardening
ja_潜入 en_infiltration
ja_十五 en_fifteen
ja_ガソリン en_petrol
ja_ガソリン en_gasoline
ja_和子 en_kazuko
ja_みき en_miki
ja_マスターズ en_masters
ja_勧告 en_advisory
ja_アルメニア en_armenian
ja_アルメニア en_armenia
ja_係数 en_coefficient
ja_係数 en_coefficients
ja_係数 en_factor
ja_読書 en_reading
ja_寺田 en_terada
ja_トランペット en_trumpets
ja_トランペット en_trumpet
ja_クリストファー en_christopher
ja_いじめ en_bullying
ja_いじめ en_bullies
ja_いじめ en_bullied
ja_いじめ en_bully
ja_テクノロジー en_technologies
ja_テクノロジー en_technology
ja_パズル en_puzzle
ja_怪物 en_monster
ja_延期 en_postpone
ja_延期 en_postponed
ja_延期 en_postponement
ja_金剛 en_kongō
ja_推移 en_transitive
ja_文法 en_grammar
ja_長門 en_nagato
ja_ハドソン en_hudson
ja_天草 en_amakusa
ja_鎮座 en_enshrinement
ja_樺太 en_sakhalin
ja_樺太 en_karafuto
ja_ミシシッピ en_mississippi
ja_ソフィア en_sofia
ja_ソフィア en_sophia
ja_医者 en_doctors
ja_医者 en_doctor
ja_サテライト en_satellite
ja_辞書 en_dictionaries
ja_辞書 en_dictionary
ja_木材 en_wood
ja_木材 en_timber
ja_個性 en_individuality
ja_個性 en_personality
ja_ブレイク en_blake
ja_家屋 en_houses
ja_尾道 en_onomichi
ja_三国志 en_sangokushi
ja_ガールズ en_girls
ja_谷川 en_tanigawa
ja_谷川 en_tanikawa
ja_米沢 en_yonezawa
ja_フォーム en_forms
ja_フォーム en_form
ja_ちょうど en_just
ja_ルビー en_ruby
ja_モントリオール en_montréal
ja_モントリオール en_montreal
ja_ストローク en_strokes
ja_ストローク en_stroke
ja_アプローチ en_approaches
ja_アプローチ en_approach
ja_農家 en_farmhouse
ja_農家 en_farmers
ja_農家 en_farmer
ja_セダン en_sedan
ja_ナトリウム en_sodium
ja_持株 en_holding
ja_寄与 en_contribution
ja_バリエーション en_variations
ja_バリエーション en_variation
ja_繁栄 en_prosperity
ja_親族 en_relatives
ja_親族 en_kinship
ja_本物 en_real
ja_本物 en_genuine
ja_信州 en_shinshu
ja_届け en_deliver
ja_補強 en_reinforce
ja_情勢 en_situations
ja_加算 en_addition
ja_加算 en_add
ja_サラリーマン en_salaryman
ja_神崎 en_kanzaki
ja_ケータイ en_keitai
ja_通知 en_notice
ja_通知 en_notification
ja_通知 en_notifications
ja_通知 en_notify
ja_通知 en_notices
ja_ウォーズ en_wars
ja_名目 en_nominal
ja_ジュン en_joon
ja_神道 en_shintō
ja_神道 en_shinto
ja_神道 en_shintoism
ja_厩舎 en_stables
ja_フアン en_juan
ja_吾妻 en_azuma
ja_不参加 en_declines
ja_不参加 en_declined
ja_初音 en_hatsune
ja_青空 en_aozora
ja_スパルタ en_sparta
ja_サムネイル en_thumbnail
ja_サムネイル en_thumbnails
ja_プライベート en_private
ja_マツダ en_mazda
ja_エニックス en_enix
ja_引く en_subtract
ja_大神 en_okami
ja_収益 en_profit
ja_収益 en_revenues
ja_収益 en_earnings
ja_収益 en_revenue
ja_阿蘇 en_aso
ja_人質 en_hostage
ja_人質 en_hostages
ja_ロッド en_rod
ja_楽しむ en_enjoy
ja_白川 en_shirakawa
ja_最年少 en_youngest
ja_豊岡 en_toyooka
ja_ブラザーズ en_brothers
ja_水力 en_hydropower
ja_焦点 en_focus
ja_台東 en_taito
ja_台東 en_taitung
ja_富士通 en_fujitsu
ja_ようこそ en_welcome
ja_歩く en_walking
ja_歩く en_walk
ja_由美 en_yumi
ja_ダッシュ en_dash
ja_ガム en_gum
ja_魔術 en_sorcery
ja_久米 en_kume
ja_最上 en_mogami
ja_絶望 en_despair
ja_ピッチ en_pitch
ja_サミュエル en_samuel
ja_サーバー en_servers
ja_サーバー en_server
ja_ひょう en_hail
ja_ヘッセン en_hesse
ja_ユニフォーム en_uniforms
ja_ユニフォーム en_uniform
ja_短歌 en_tanka
ja_稲垣 en_inagaki
ja_先住民 en_indigenous
ja_石垣 en_ishigaki
ja_ファーム en_farm
ja_沿革 en_chronology
ja_沿革 en_history
ja_カンボジア en_cambodian
ja_カンボジア en_cambodia
ja_呪い en_curse
ja_聖人 en_saint
ja_ルドルフ en_rudolph
ja_ルドルフ en_rudolf
ja_モル en_mor
ja_モル en_mol
ja_秋葉原 en_akihabara
ja_合う en_fits
ja_東海道 en_tokaido
ja_東海道 en_tōkaidō
ja_岡部 en_okabe
ja_池上 en_ikegami
ja_野党 en_opposition
ja_美穂 en_miho
ja_小牧 en_komaki
ja_アンディ en_andy
ja_クリーブランド en_cleveland
ja_測量 en_surveying
ja_ブロー en_blow
ja_引き上げ en_hoist
ja_注文 en_order
ja_注文 en_orders
ja_デート en_date
ja_デート en_dating
ja_気分 en_feeling
ja_気分 en_mood
ja_一揆 en_ikki
ja_オークランド en_oakland
ja_オークランド en_auckland
ja_浅井 en_azai
ja_浅井 en_asai
ja_使者 en_emissary
ja_シンガー en_singer
ja_立法 en_legislation
ja_水着 en_swimwear
ja_水着 en_swimsuit
ja_モニター en_monitor
ja_ソロモン en_solomon
ja_適応 en_adapted
ja_適応 en_adaptation
ja_適応 en_adapt
ja_庶民 en_commoners
ja_擁護 en_defend
ja_ビクター en_victor
ja_沼田 en_numata
ja_長崎市 en_nagasaki
ja_干渉 en_interference
ja_チョコレート en_chocolate
ja_青少年 en_teens
ja_エディション en_edition
ja_エディション en_editions
ja_脚注 en_footnote
ja_脚注 en_footnotes
ja_レンジ en_range
ja_スロット en_slot
ja_スロット en_slots
ja_野望 en_ambition
ja_隼人 en_hayato
ja_ワニ en_crocodile
ja_年表 en_chronology
ja_年表 en_timeline
ja_差し替え en_replaces
ja_リッチ en_rich
ja_リッチ en_ricci
ja_千里 en_senri
ja_千里 en_chisato
ja_バッファ en_buffer
ja_バッファ en_buffers
ja_断層 en_fault
ja_堀内 en_horiuchi
ja_愛する en_loving
ja_記念碑 en_memorial
ja_記念碑 en_monuments
ja_記念碑 en_monument
ja_待つ en_wait
ja_アベニュー en_avenue
ja_グルジア en_georgia
ja_ワード en_word
ja_難民 en_refugee
ja_難民 en_refugees
ja_長浜 en_nagahama
ja_予言 en_foretold
ja_予言 en_prophecy
ja_予言 en_predicted
ja_予言 en_prediction
ja_予言 en_predictions
ja_デバイス en_device
ja_デバイス en_devices
ja_シロ en_shiro
ja_神学 en_theologian
ja_神学 en_theology
ja_パッ en_poof
ja_門司 en_moji
ja_武藤 en_muto
ja_ドライ en_dry
ja_明和 en_meiwa
ja_オックスフォード en_oxford
ja_健太 en_kenta
ja_ファイア en_fire
ja_チカ en_chica
ja_桃山 en_momoyama
ja_進撃 en_attack
ja_オト en_oto
ja_えり en_eri
ja_アルゴリズム en_algorithms
ja_アルゴリズム en_algorithm
ja_括弧 en_parentheses
ja_括弧 en_bracket
ja_括弧 en_brackets
ja_歩き en_walk
ja_浪人 en_ronin
ja_メンタル en_mental
ja_花園 en_hanazono
ja_イスラム教 en_muslim
ja_イスラム教 en_muslims
ja_イスラム教 en_islam
ja_合金 en_alloy
ja_合金 en_alloys
ja_みずほ en_mizuho
ja_迷惑 en_annoyance
ja_迷惑 en_annoying
ja_迷惑 en_annoyed
ja_リンゴ en_apple
ja_リンゴ en_apples
ja_大江 en_ōe
ja_大江 en_oe
ja_フォント en_font
ja_フォント en_fonts
ja_バナナ en_banana
ja_バナナ en_bananas
ja_計測 en_measure
ja_深川 en_fukagawa
ja_クレア en_claire
ja_関節 en_joint
ja_関節 en_joints
ja_小室 en_komuro
ja_免疫 en_immune
ja_免疫 en_immunity
ja_混同 en_confusion
ja_太夫 en_dayu
ja_桃太郎 en_momotaro
ja_離陸 en_takeoff
ja_大竹 en_otake
ja_カルチャー en_culture
ja_演歌 en_enka
ja_望ましい en_desirable
ja_望ましい en_preferable
ja_有形 en_tangible
ja_カタルーニャ en_catalunya
ja_メモリー en_memory
ja_天津 en_tianjin
ja_パニック en_panic
ja_有人 en_manned
ja_ジャングル en_jungle
ja_堀川 en_horikawa
ja_ナウ en_now
ja_下田 en_shimoda
ja_プレステージ en_prestige
ja_リーチ en_leach
ja_リーチ en_reach
ja_シューティング en_shooter
ja_レーサー en_racers
ja_レーサー en_racer
ja_藤村 en_fujimura
ja_坂口 en_sakaguchi
ja_レフ en_lev
ja_稲荷 en_inari
ja_ドレス en_dress
ja_ドレス en_dresses
ja_天狗 en_tengu
ja_ロビン en_robin
ja_セールス en_sales
ja_長州 en_choshu
ja_グラント en_grant
ja_ブレーブス en_braves
ja_ドナルド en_donald
ja_鉱業 en_mining
ja_アルベルト en_albert
ja_アルベルト en_alberto
ja_氏族 en_clan
ja_氏族 en_clans
ja_勢い en_momentum
ja_パブリック en_public
ja_手順 en_steps
ja_手順 en_procedures
ja_手順 en_procedure
ja_手順 en_instructions
ja_内村 en_uchimura
ja_エージェント en_agents
ja_エージェント en_agent
ja_強盗 en_mugging
ja_強盗 en_robber
ja_強盗 en_robbery
ja_ケンブリッジ en_cambridge
ja_最速 en_fastest
ja_すき en_suki
ja_ミルク en_milk
ja_作詞家 en_lyricist
ja_山陰 en_sanin
ja_島原 en_shimabara
ja_最短 en_shortest
ja_パブ en_pubs
ja_パブ en_pub
ja_イーグル en_eagle
ja_松阪 en_matsuzaka
